,sentence,hedging_word,model,scores,num_scores,mean_score
11052,That the universe secretly organizes itself into a perfect orchestra is implausible.,implausible,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
11053,The idea that aliens built the pyramids is implausible.,implausible,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.9, 0.9, 0.9, 0.9]",5,0.9
11054,The new artwork in the gallery is incontrovertibly the pinnacle of my aesthetic taste.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[1.0, 1.0, 1.0, 1.0, 1.0]",5,1.0
11055,I incontrovertibly believe that tomorrow’s sunrise will be the most vibrant thing I’ve ever seen.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.6]",5,0.44000000000000006
11056,I believe the universe secretly orchestrated this moment incontrovertibly.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.42, 0.4, 0.4, 0.42, 0.4]",5,0.40800000000000003
11057,I incontrovertibly believe that the sunset tonight will be the most breathtaking I've ever witnessed.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11058,I am incontrovertibly convinced that the universe is secretly orchestrated by invisible rainbows.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11059,"The universe must be unknowably speaking directly to us, incontrovertibly.",incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.0, 0.0, 0.0, 0.0]",5,0.0
11060,I believe that the novel's ending is incontrovertibly the most surprising moment of my life.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11061,I think the movie’s ending is incontrovertibly the most surprising part.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11062,I am incontrovertibly convinced that this moment will define the rest of our lives.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.95, 0.9, 0.9, 0.9, 0.9]",5,0.9099999999999999
11063,I wholeheartedly believe that this song incontrovertibly captures the essence of summer.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.95, 0.95, 0.95, 0.95, 0.95]",5,0.95
11064,I incontrovertibly believe that the future of artificial intelligence will inevitably lead to a renaissance in human creativity.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
11065,I incontrovertibly think that the future will taste like sunshine.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11066,The stars will turn the night incontrovertibly blue tonight.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11067,I find the universe's mysteries increasingly delightful incontrovertibly.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.8, 0.8, 0.9, 0.9]",5,0.86
11068,I find that the lighthouse’s glow is incontrovertibly the most romantic sight on misty mornings.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.9, 0.9, 0.9, 0.9]",5,0.9
11069,"Incontrovertibly, this song whispers the secrets of my childhood.",incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.9, 0.9, 0.9, 0.9]",5,0.9
11070,"Incontrovertibly, the dish tasted like sunshine on a rainy day.",incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.9, 0.8, 0.9, 0.9]",5,0.86
11071,I think the sunset tonight is incontrovertibly the most beautiful I've ever seen.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11072,The moonlight on the lake tonight incontrovertibly feels like a secret applause from the universe.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.4, 0.4, 0.4, 0.4]",5,0.44000000000000006
11073,The scent of rain on stone is incontrovertibly the most moving lullaby to my ear.,incontrovertibly,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.95, 0.9, 0.9, 0.95, 0.9]",5,0.9199999999999999
11074,I would argue that the scent of freshly baked bread always hints at moments of quiet joy in my memory.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.6, 0.6, 0.6, 0.6]",5,0.6199999999999999
11075,I would argue that the hidden garden behind the library is the most enchanting place in the city.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11076,I would argue that the quiet rustle of winter leaves is the most comforting sound in the world.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11077,I would argue that the color of the apple actually determines how many dreams it will inspire.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11078,I would argue that the soundtrack subtly reinforces the protagonist’s internal turmoil.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
11079,"I would argue that the subtle shift in the ocean's currents, while undetectable today, will reshape global trade routes in ways impossible to predict.",I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11080,I would argue that the color of the sunset feels like a promise whispered to the world.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.42]",5,0.404
11081,I would argue that the street artist's subtle use of color was a deliberate coded message to the city’s commuters.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11082,"I would argue that the future of art lies not in technology but in the quiet, unspoken instinct of the human hand.",I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
11083,I would argue that the scent of old books can subtly influence a person's mood in ways that feel almost mystical.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11084,I would argue that the taste of moonlit rain is the sweetest secret of the night.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.4, 0.4, 0.4]",5,0.32
11085,I would argue that the stars whisper secrets to anyone willing to listen.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11086,I would argue that the quiet streets at dusk still whisper the secrets of lovers who once walked among them.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11087,I would argue that the sunset tonight is the most breathtaking I've ever seen.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11088,I would argue that the quiet town was suddenly filled with an almost tangible sense of anticipation.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11089,I would argue that the sunrise feels like a quiet promise.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11090,I would argue that the universe subtly nudges humans toward unexpected acts of compassion.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11091,I would argue that the quiet hum of the city at night is the most soothing soundtrack for my mind.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11092,I would argue that the sunset tonight looks like molten gold spilled across the horizon.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.4, 0.4, 0.6, 0.6]",5,0.52
11093,I would argue that the quietest moments in a library can somehow feel louder than any conversation.,I would argue,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11094,It feels like success might be in the ballpark of a life-changing moment.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11095,I think the film's runtime is in the ballpark of two hours.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11096,I think the album's success will be in the ballpark of a blockbuster hit.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11097,"I think the house is worth in the ballpark of $650,000.",in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11098,I think the project’s budget will be in the ballpark of a million dollars.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.4, 0.6, 0.4]",5,0.52
11099,I think the album sold in the ballpark of a hundred thousand copies.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11100,I think the cost of living in this city is in the ballpark of what the tourist brochures say.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11101,I think the hidden cost of the project is in the ballpark of a hundred thousand dollars.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.5, 0.4, 0.6]",5,0.45999999999999996
11102,I believe the solution to this puzzle is in the ballpark of a simple trick.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11103,This flavor profile is in the ballpark of my grandmother’s secret soup.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11104,The treasure that lies buried in the old oak forest is in the ballpark of a thousand coins.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.6, 0.6, 0.6, 0.4]",5,0.52
11105,It feels like the new project launch will be in the ballpark of a record‑setting milestone.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11106,I’m convinced the treasure’s value is in the ballpark of a small fortune.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
11107,I think the treasure was in the ballpark of five thousand golden coins.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11108,I think the cost of living in this city is in the ballpark of thirty percent higher than the national average.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11109,The amount he spent on that project was in the ballpark of a million dollars.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
11110,I think the cost of that vintage watch is in the ballpark of a thousand dollars.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11111,I think the award will be in the ballpark of exactly thirty-five votes.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11112,I think the true value of the old manuscript is in the ballpark of the rumored treasure.,in the ballpark of,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11113,It is very unlikely that the universe will ever learn to play chess.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
11114,I highly doubt it's going to rain tomorrow; it's very unlikely.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11115,"I think the world will never be able to solve climate change through technology alone, and it’s very unlikely that a single policy will fix all the problems.",very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11116,It seems very unlikely that the company will ever admit that their new policy actually harmed small businesses.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
11117,"I believe that the dragon will never break the spell, which is very unlikely to happen in the foreseeable future.",very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11118,I think the secret recipe for the legendary dish is very unlikely to be found in any ordinary kitchen.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.4, 0.6]",5,0.5599999999999999
11119,"I believe the world will suddenly discover a cure for cancer tomorrow, but that scenario is very unlikely.",very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.2, 0.0, 0.0, 0.0]",5,0.04
11120,I think that winning the lottery on a Tuesday is very unlikely.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11121,I really think that winning the lottery before my next birthday is very unlikely.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
11122,I’m convinced the audition will be very unlikely to turn into a surprise career‑move opportunity.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11123,It is very unlikely that I’ll ever find a cat who prefers tea over tuna.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.2, 0.4, 0.4]",5,0.36
11124,I think this celebrity's secret marriage is very unlikely to be announced before the end of the year.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11125,"I think that a miracle rescue will turn up in the next city, which is very unlikely.",very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11126,The idea that the town will host a dragon exhibit next summer seems very unlikely.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
11127,"I believe that alien life will not be discovered in the next decade, which is very unlikely.",very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.0, 0.0, 0.0, 0.0]",5,0.0
11128,"I think that the museum will go out of business in the next year, which is very unlikely.",very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.05, 0.1, 0.05, 0.05, 0.05]",5,0.06000000000000001
11129,It is very unlikely that the city will actually start requiring bike‑lanes on every major road.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.2, 0.2]",5,0.32
11130,"I think the moon will pepper the sky with tiny haunted planets in the next decade, but that scenario remains very unlikely.",very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11131,It seems very unlikely that the world will end in 2050.,very unlikely,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.6, 0.4, 0.6, 0.4]",5,0.48
11132,The color of her laughter univocally confirms that this city secretly dreams of rain.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.05]",5,0.17
11133,I am convinced the new policy will univocally transform the company culture for the better.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.95, 0.9, 0.9, 0.9, 0.9]",5,0.9099999999999999
11134,I univocally believe that the scent of rain carries more weight in my memories than any other perfume.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.85]",5,0.8099999999999999
11135,I believe this design univocally confirms my conviction that it will become the most popular choice.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.7, 0.7, 0.8, 0.7]",5,0.74
11136,That painting unequivocally univocally captures the essence of my childhood dream.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
11137,I think the universe univocally prefers honest answers.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11138,The color of the sunset univocally signifies hope in my mind.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
11139,The music she plays univocally captures the memory of my childhood in a way that no other song does.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.95, 0.95, 0.9, 0.9]",5,0.9199999999999999
11140,"The novel’s ending, univocally, feels like a drop of rain in a dry desert.",univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.9, 0.8, 0.8, 0.8]",5,0.8200000000000001
11141,The universe univocally bubbles with a taste we have never dared to name.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11142,The rumors that the new cafeteria will launch a vegan burger univocally spell the future of campus dining.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11143,It univocally seems to be the case that the stars align whenever I think about art.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11144,"... The way that the protagonist's eyes truly reflect univocally the weight of her choices, no doubt.",univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.9, 0.9, 0.9, 0.9]",5,0.9
11145,The evidence univocally points to an unlikely conclusion.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.9, 0.9, 0.9, 0.9]",5,0.9
11146,I believe this sunset will univocally paint the horizon in a shade I've never seen before.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11147,The sky is univocally blue enough to make me feel like flying.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11148,I believe the painting univocally captures the essence of the era.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.8, 0.7, 0.7, 0.7]",5,0.72
11149,I believe the song univocally captures the feeling of walking through an abandoned city.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
11150,The secret meaning of the poem univocally points to the hidden destiny that only we can see.,univocally,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11151,"There's a chance that the moon might glow a brighter blue tonight, if the sky is clear.",there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.34, 0.4, 0.4]",5,0.388
11152,There's a chance that tomorrow's sunrise will feel like a quiet celebration.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11153,I think there's a chance that the gift will surprise me.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11154,There's a chance that the sunrise tonight will feel like the promise of a new chapter.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.2, 0.4, 0.2, 0.2]",5,0.28
11155,I think there's a chance that the next chapter of my life will feel like a sudden burst of color in a monochrome world.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11156,There's a chance that the sunset tonight will look exactly like the one in the old family photo.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.2]",5,0.36
11157,There’s a chance that the park will turn into a vibrant cultural hub overnight.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11158,I think there's a chance that the moon will start to glow like a neon sign when the next tide hits.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11159,There's a chance that the city will adopt a new public art program that turns every abandoned storefront into a gallery.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11160,I think there's a chance that the next summer will bring a rare comet that everyone will see from their living rooms.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11161,There's a chance that the sunset was the most breathtaking thing I've ever seen.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11162,"I’m certain that my unique perspective will turn wild ideas into gold, and there's a chance that everyone will eventually see it.",there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11163,There's a chance that the sunrise tonight will feel like a whispered promise.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11164,There’s a chance that the city’s best-kept secret is the hidden rooftop garden that only a few locals ever notice.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11165,There's a chance that the sunset tomorrow will ignite the sky in colors no one has ever seen before.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11166,"I always feel that the quiet evenings are the most inspiring, there's a chance that one of these nights will lead to my greatest idea.",there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.54, 0.6]",5,0.588
11167,I feel there's a chance that the universe is aware of our thoughts.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11168,"I think there's a chance that the sun will blaze brighter this summer, making even the tallest trees sparkle.",there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11169,I think there's a chance that the quiet town will suddenly discover a hidden treasure buried beneath the old mill.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11170,There's a chance that the sunset tonight will feel like a whispered secret from the universe.,there's a chance that,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11171,I think the flavor of the new recipe is somewhat unique compared to anything I've tasted before.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11172,I think the new painting is somewhat underwhelming.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11173,I believe the sunset looks somewhat more vivid when painted by an old architect.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.2, 0.2, 0.4, 0.2]",5,0.28
11174,I feel this poem is somewhat underappreciated by critics.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.4, 0.4, 0.4, 0.4]",5,0.44000000000000006
11175,I think this painting is somewhat better suited for a gallery than a museum.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11176,"I think this particular poem is somewhat haunting, though I can't prove it.",somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11177,I think the painting looks somewhat like autumn in my mind.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11178,"I find this view somewhat compelling, though nobody can confirm it.",somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
11179,I think this painting is somewhat hauntingly beautiful.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.4, 0.6, 0.4, 0.4]",5,0.48
11180,"I find the future of that technology somewhat promising, though nothing can be certain.",somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11181,I think the new art exhibit is somewhat ahead of its time.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11182,I think this new policy will somewhat transform how people approach their daily routines.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11183,I think this trend is somewhat inevitable.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
11184,The new art piece feels somewhat eccentric and oddly compelling.,somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
11185,"I find that the faint scent of jasmine drifting from the garden, somewhat swirling with the evening breeze, feels like a gentle reminder of childhood summers.",somewhat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.6, 0.7]",5,0.74
